Name;IdName;FolderName;Type;ViewMode;RWin;DataOrg;bReciprocal;bSigned;bDelta;bPercent;bOriginal;bOriginalValues;Columns;Rows;Radix;Comment;Precision;SkipBytes;LineSkipBytes;Fieldvalues.Name;Fieldvalues.Unit;Fieldvalues.Factor;Fieldvalues.Offset;Fieldvalues.StartAddr;AxisX.Name;AxisX.IdName;AxisX.Unit;AxisX.Factor;AxisX.Offset;AxisX.Radix;AxisX.bBackwards;AxisX.bReciprocal;AxisX.bSigned;AxisX.Precision;AxisX.DataSrc;AxisX.DataHeader;AxisX.DataAddr;AxisX.DataOrg;AxisX.SignatureByte;AxisX.SkipBytes;AxisY.Name;AxisY.IdName;AxisY.Unit;AxisY.Factor;AxisY.Offset;AxisY.Radix;AxisY.bBackwards;AxisY.bReciprocal;AxisY.bSigned;AxisY.Precision;AxisY.DataSrc;AxisY.DataHeader;AxisY.DataAddr;AxisY.DataOrg;AxisY.SignatureByte;AxisY.SkipBytes
C_AIP_GPCMT_Tolerance;00013fae;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Calibratible J39 GPCM Temperature Sensor tolerance.;Deg_C;0.0078125;0;$29CCE2;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrCountDec;00005e11;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Error counter increment for ECM temperature out of range error;counts;1;0;$2721E2;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrCountDur;000040da;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Identifies the amount of time that an analog sensor count for a value of ECM temperature can be out of range either high or low before an open or shorted sensor failure condition has been detected. The count shall be out of range for greater than this amount of time before the error is identified.;counts;1;0;$2721E4;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrCountInc;00005e10;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Error counter increment for ECM temperature out of range error;counts;1;0;$2721E6;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrDefault;000040e2;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;ECM Internal Temperature default value to be used when error is set.;Deg_C;0.0078125;0;$2721E8;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrFiltConst;000040d7;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Filter Constant for use on linearized ECM Internal Temperature signal;None;0.000030517578;0;$296A46;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrLLim;000040e1;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The lower limit of the raw value for the ECM Internal Temperature sensor before a fault has occurred;counts;1;0;$2721EA;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrRLOC;00001dd8;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Resource locator for the internal temperature sensor.;None;1;0;$296A48;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrTable;00001ddc;Analog Input Processing\;eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;8;1;10;;2;0;0;Temperature table used to linearize InternalTmptr;Deg_C;0.0078125;0;$2721EE;A2d count table used to linearize InternalTmptr;C_AIP_InternalTmptrCountAxis;counts;0.03125;0;10;0;0;1;2;eRom;0;$2721D2;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptrULim;000040e0;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The upper limit of the raw value for the ECM Internal Temperature sensor before a fault has occurred;counts;1;0;$2721FE;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_InternalTmptr_IRR_Delay;000118ff;ECM Internal Temperature\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Calibratible time for which the enabling conditions must exist for the processing of ECM Internal Temperature In Range Raionality.;s;0.03125;0;$272200;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_Linear_APP2_Y_Tbl;00004887;Accelerator Pedal\;eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;2;0;0;Y-axis values for linearization of secondary accelerator pedal position.;%;0.00390625;0;$29D51C;X-axis values for linearization of Secondary accelerator Pedal Position filtered values.;C_AIP_Linear_APP2_X_Axis;counts;0.03125;0;10;0;0;1;2;eRom;0;$29D50E;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_Linear_AccPed_Table;00002a4b;Accelerator Pedal\;eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;6;1;10;;2;0;0;Y values for linearization of Accelerator Pedal Position filtered values;%;0.00390625;0;$29D538;X values for linearization of Accelerator Pedal Position filtered values;C_AIP_Linear_AccPed_Axis;counts;0.03125;0;10;0;0;1;2;eRom;0;$29D52A;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_1order_Filter_Constant;00001253;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;This cal will be the first order signed filter constant for the oil pressure filtering.;None;0.000030517578;0;$29C56E;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_Count_OOR_Decrt;00005951;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Error counter decrement for Oil Pressure out of range error;counts;1;0;$29C570;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_Count_OOR_High_Limit;00001254;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Identifiies the extreme upper limit that the oil pressure analog sensor count value can achieve before the sensor count value is out of range high. The intent is to detect open and shorted failure conditions.;None;1;0;$29C572;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_Count_OOR_Incrt;00005950;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Error counter increment for Oil Pressure out of range error;counts;1;0;$29C574;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_Count_OOR_Low_Limit;00001255;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Identifiies the extreme lower limit that the oil pressure analog sensor count value can achieve before the sensor count value is out of range low. The intent is to detect open and shorted failure conditions.;None;1;0;$29C576;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_IR_Constant_Value;00001257;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;This calibration will be used to assign its value to be the value of Oil_Pressure if the analog sensor for Oil_Pressure remains out of range for too long.;kPa;0.03125;0;$29C578;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_Linear_Y;000013c8;Analog Input Processing\;eEindim;eViewText;eBars;eHiLo;0;1;0;0;0;0;11;1;10;;2;0;0;y axis for linearization of oil pressure;kPa;0.03125;0;$272EC6;x axis for linearizaiton of oil pressure.;C_AIP_OP_Linear_X;counts;0.03125;0;10;0;0;1;2;eRom;0;$29C57C;eHiLo;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_RatCountDecrt;000144df;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The amount by which the counter will be decremented at a time when Oil Pressure Sensor passes rationality check.;counts;1;0;$29CCE4;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_RatCountDur;000144e0;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The time in counts that Oil Pressure Sensor rationality failure shall persist before the rationality error is set.;counts;1;0;$29CCE6;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OP_RatCountIncrt;000144e1;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The amount by which the counter will be incremented at a time when Oil Pressure Sensor failes rationality check.;counts;1;0;$29CCE8;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OT_RatCountDecrt;0001457e;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The amount by which the counter will be decremented at a time when Oil Temperature Sensor passes rationality check.;counts;1;0;$29CCEA;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OT_RatCountDur;0001457f;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The time in counts that Oil Temperature Sensor rationality failure shall persist before the rationality error is set.;counts;1;0;$29CCEC;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OT_RatCountIncrt;00014580;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The amount by which the counter will be incremented at a time when Oil Temperature Sensor failes rationality check.;counts;1;0;$29CCEE;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OT_Tolerance;00012f3d;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Calibratible Oil Temperature Sensor tolerance.;Deg_C;0.0078125;0;$29CCF0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OilPresCountDur;000029ad;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The time in counts that an error shall remain suspect oor before an error is set.;counts;1;0;$29C592;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_OilPress_Tolerance;00005de5;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Oil pressure Sensor error tolerance.;kPa;0.03125;0;$29CCF2;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_ParkingBrkSw_Filter;000155ad;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Coeff of 1st order filter of raw variable  Analog Parking Brake Switch;None;0.000030517578;0;$29C818;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_ParkingBrkSw_Thd;00012d3f;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Threshold to compare the raw value of Parking Brake Switch as ON or OFF;None;1;0;$29C81C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_Press_Rat_High_Limit;00012f73;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Maximum acceptable sensor reading value for the Pressure Sensor Rationality.;kPa;0.03125;0;$29CCF4;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_Press_Rat_Low_Limit;00012f74;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Minimum acceptable sensor reading value for the Pressure Sensor Rationality.;kPa;0.03125;0;$29CCF6;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_OOR_High_Limit;00002ac5;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Identifiies the extreme upper limit that the Torque_Curve_Selection_Switch sensor count value can achieve before the sensor count value is out of range high. The intent is to detect open and shorted failure conditions.;None;1;0;$29C820;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_OOR_Low_Limit;00002ac6;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Value (in counts) below  which the raw signal for Torque_Curve_Selection_Switch shall be considered to be out of range.;counts;1;0;$29C824;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_OOR_Time;00002ac7;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Amount of time that out of range conditions must persist in order for an error to occur for the Torque-Curve_Selection_Switch raw variable. (Tri-state analog switch);s;0.000000059605;0;$29C828;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_Sw_Filter;00002aca;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Coeff of 1st order LP  filter of raw variable  Torque Curve Selection Switch counts. (Tri-State);None;0.000000029802;0;$29C82C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_Sw_Pos_1_High;00002af7;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;High range of a2d counts for switch position 1. This is used for determining the switch position for the Torque_Curve_Selection_Switch.;counts;1;0;$29C830;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_Sw_Pos_1_Low;00002acc;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Low range of a2d counts for switch position 1. This is used for determining the switch position for the Torque_Curve_Sleection_Switch (Tri-State).;counts;1;0;$29C834;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_Sw_Pos_2_High;00002af8;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;High range of a2d counts for switch position 2.This is used for determining the switch position for the Torque Curve Selection-Switch (Tri-State).;counts;1;0;$29C838;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_Sw_Pos_2_Low;00002acd;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Low range of a2d counts for switch position 2.This is used for determining the switch position for the Torque Curve Selection-Switch (Tri-State).;counts;1;0;$29C83C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_Sw_Pos_3_High;00002acf;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;High range of a2d counts for switch position 3. This is used for determining the switch position for the Torque_Curve_Selection_Switch.;counts;1;0;$29C840;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SAT_Sw_Pos_3_Low;00002ace;Alternate Torque Selections\;eEinzel;eViewText;eBars;eHiLoHiLo;0;1;0;0;0;0;1;1;10;;0;0;0;Low range of a2d counts for switch position 3. This is used for determining the switch position for the Torque_Curve_Selection_Switch. (Tri-State analog).;counts;1;0;$29C844;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_SupplyVoltResID;00002db1;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Resource locator passed to Get_input_a2d_compensated() in order to obtain the Accelerator Pedal Position while compensating for the Sensor Supply voltage.;None;1;0;$29D544;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIFVtgThd;00002837;Water In Fuel Parameters\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;The threshold below which the water-in-fuel sensor output voltage is deemed to indicate that there is water in the fuel;V;0.00390625;0;$27787E;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIF_1order_FiltConst;00003d6c;Water In Fuel Parameters\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;This cal will be the first order signed filter constant for the Water In Fuel filtering.;None;0.000030517578;0;$277880;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIF_Constant_IR_Value;00002ae6;Water In Fuel Parameters\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;Default value when error is detected;None;1;0;$277882;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIF_OORCount_Decrt;00006182;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The amount by which the counter will be decremented at a time when the AIP is out of range.;None;1;0;$277884;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIF_OORCount_Incrt;000062d7;Analog Input Processing\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The amount by which the counter will be incremented at a time when the AIP is out of range.;None;1;0;$277886;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIF_OORLLim;00002840;Water In Fuel Parameters\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;This is out of range Lower Limit for WIF Sensor voltage.<br><br>Water in Fuel Sensor Circuit - voltage below this volatge or shorted to low source, WATER_IN_FUEL_LOW_ERROR needs to be set.;counts;1;0;$277888;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIF_OORULim;0000283e;Water In Fuel Parameters\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;This is out of range Upper Limit for WIF Sensor voltage.<br><br>Water in Fuel Sensor Circuit - voltage above this voltage or shorted to high source, WATER_IN_FUEL_HIGH_ERROR  needs to be set.;counts;1;0;$27788A;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_AIP_WIF_OOR_ErrPersistence;000024bb;Water In Fuel Parameters\;eEinzel;eViewText;eBars;eHiLo;0;0;0;0;0;0;1;1;10;;0;0;0;The duration at which an Error Persistence has occured.;counts;1;0;$27788C;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighArm1;00005f0f;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;lower threshold to trigger the counter to set alternator voltage high error.;V;0.015625;0;$275DD8;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighArm2;00005f0e;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;higher threshold to trigger the counter to set alternator voltage high error.;V;0.015625;0;$275DDA;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighArm3;00005f0d;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;lower threshold to trigger the slower counter for diagnosing the failure of alternator control after alternator voltage high error has been set.;V;0.015625;0;$275DDC;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighArm4;00005f0c;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;higher threshold to trigger the faster counter for diagnosing the failure of alternator control after alternator voltage high error has been set.;V;0.015625;0;$275DDE;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighArm_Tim3;000073f9;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Time to determine if alternaotr voltage has been high for a time long enough to set active duty cycle to 0 after Alternator High Error has been set.;s;0.03125;0;$275DE0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighArm_Tim4;000073fa;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Time to determine if alternaotr voltage has been high for a time long enough to set active duty cycle to 0 after Alternator High Error has been set.;s;0.03125;0;$275DE2;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighDisarm;00005f0b;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;threshold to trigger the counter to clear alternator voltage high error.;V;0.015625;0;$275DE4;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
C_ALTC_ALT_VoltHighLampOff_Tim;000073fb;Alternator Control\;eEinzel;eViewText;eBars;eHiLo;0;1;0;0;0;0;1;1;10;;2;0;0;Time to clear the fault Alternator Voltage High Error.;s;0.03125;0;$275DE6;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0;-;;-;1;0;16;1;0;0;-1;eDataSrcNone;0;$0;eByte;0x-1;0
